user_id,region,acquisition_channel,join_date
134,North,Referral,2023-05-14
135,East,Referral,2023-05-15
136,North,Referral,2023-05-16
137,North,Referral,2023-05-17
138,North,Paid Social,2023-05-18
139,East,Email,2023-05-19
140,North,Organic,2023-05-20
141,West,Paid Social,2023-05-21
142,North,Organic,2023-05-22
143,West,Email,2023-05-23
144,West,Referral,2023-05-24
145,West,Email,2023-05-25
146,East,Paid Social,2023-05-26
147,East,Referral,2023-05-27
148,East,Paid Social,2023-05-28
149,North,Referral,2023-05-29
150,West,Organic,2023-05-30
151,East,Organic,2023-05-31
152,East,Organic,2023-06-01
153,North,Email,2023-06-02
154,East,Paid Social,2023-06-03
155,North,Email,2023-06-04
156,South,Organic,2023-06-05
157,East,Paid Social,2023-06-06
158,South,Organic,2023-06-07
159,North,Email,2023-06-08
160,West,Email,2023-06-09
161,East,Email,2023-06-10
162,North,Organic,2023-06-11
163,West,Paid Social,2023-06-12
164,West,Paid Social,2023-06-13
165,South,Organic,2023-06-14
166,North,Paid Social,2023-06-15
167,West,Organic,2023-06-16
168,East,Paid Social,2023-06-17
169,East,Referral,2023-06-18
170,South,Referral,2023-06-19
171,West,Email,2023-06-20
172,North,Referral,2023-06-21
173,East,Referral,2023-06-22
174,West,Referral,2023-06-23
175,West,Organic,2023-06-24
176,South,Referral,2023-06-25
177,East,Referral,2023-06-26
178,East,Email,2023-06-27
179,North,Referral,2023-06-28
180,East,Referral,2023-06-29
181,North,Paid Social,2023-06-30
182,East,Email,2023-07-01
183,South,Email,2023-07-02
184,East,Email,2023-07-03
185,North,Email,2023-07-04
186,North,Email,2023-07-05
187,South,Email,2023-07-06
188,East,Organic,2023-07-07
189,East,Referral,2023-07-08
190,South,Email,2023-07-09
191,East,Referral,2023-07-10
192,East,Referral,2023-07-11
193,North,Organic,2023-07-12
194,East,Email,2023-07-13
195,East,Paid Social,2023-07-14
196,South,Organic,2023-07-15
197,South,Paid Social,2023-07-16
198,West,Referral,2023-07-17
199,North,Referral,2023-07-18
200,East,Organic,2023-07-19
201,East,Organic,2023-07-20
202,West,Paid Social,2023-07-21
203,East,Email,2023-07-22
204,North,Paid Social,2023-07-23
205,West,Organic,2023-07-24
206,North,Paid Social,2023-07-25
207,West,Organic,2023-07-26
208,West,Paid Social,2023-07-27
209,South,Organic,2023-07-28
210,North,Organic,2023-07-29
211,East,Organic,2023-07-30
212,East,Email,2023-07-31
213,North,Paid Social,2023-08-01
214,East,Paid Social,2023-08-02
215,East,Paid Social,2023-08-03
216,North,Organic,2023-08-04
217,West,Paid Social,2023-08-05
218,North,Paid Social,2023-08-06
219,West,Organic,2023-08-07
220,East,Referral,2023-08-08
221,East,Organic,2023-08-09
222,East,Paid Social,2023-08-10
223,South,Organic,2023-08-11
224,West,Referral,2023-08-12
225,South,Organic,2023-08-13
226,South,Paid Social,2023-08-14
227,North,Referral,2023-08-15
228,South,Email,2023-08-16
229,North,Paid Social,2023-08-17
230,North,Referral,2023-08-18
231,South,Referral,2023-08-19
232,West,Email,2023-08-20
233,West,Organic,2023-08-21
234,West,Organic,2023-08-22
235,West,Paid Social,2023-08-23
236,West,Email,2023-08-24
237,South,Organic,2023-08-25
238,South,Email,2023-08-26
239,East,Organic,2023-08-27
240,West,Referral,2023-08-28
241,South,Organic,2023-08-29
242,East,Email,2023-08-30
243,West,Referral,2023-08-31
244,North,Referral,2023-09-01
245,East,Referral,2023-09-02
246,South,Email,2023-09-03
247,North,Paid Social,2023-09-04
248,North,Paid Social,2023-09-05
249,North,Paid Social,2023-09-06
250,East,Email,2023-09-07
251,South,Referral,2023-09-08
252,North,Paid Social,2023-09-09
253,West,Email,2023-09-10
254,North,Paid Social,2023-09-11
255,North,Organic,2023-09-12
256,East,Paid Social,2023-09-13
257,East,Paid Social,2023-09-14
258,South,Referral,2023-09-15
259,West,Email,2023-09-16
260,East,Referral,2023-09-17
261,North,Referral,2023-09-18
262,South,Referral,2023-09-19
263,North,Referral,2023-09-20
264,North,Referral,2023-09-21
265,East,Paid Social,2023-09-22
266,South,Referral,2023-09-23
267,West,Referral,2023-09-24
268,West,Email,2023-09-25
269,East,Organic,2023-09-26
270,East,Paid Social,2023-09-27
271,South,Paid Social,2023-09-28
272,West,Paid Social,2023-09-29
273,West,Referral,2023-09-30
274,West,Referral,2023-10-01
275,North,Referral,2023-10-02
276,West,Email,2023-10-03
277,North,Organic,2023-10-04
278,South,Referral,2023-10-05
279,North,Organic,2023-10-06
280,South,Email,2023-10-07
281,West,Paid Social,2023-10-08
282,West,Referral,2023-10-09
283,South,Organic,2023-10-10
284,East,Organic,2023-10-11
285,South,Referral,2023-10-12
286,East,Paid Social,2023-10-13
287,North,Paid Social,2023-10-14
288,North,Paid Social,2023-10-15
289,North,Email,2023-10-16
290,West,Organic,2023-10-17
291,North,Organic,2023-10-18
292,East,Organic,2023-10-19
293,North,Email,2023-10-20
294,South,Organic,2023-10-21
295,South,Email,2023-10-22
296,West,Paid Social,2023-10-23
297,South,Referral,2023-10-24
298,East,Organic,2023-10-25
299,North,Organic,2023-10-26
300,West,Paid Social,2023-10-27
301,North,Referral,2023-10-28
302,North,Email,2023-10-29
303,East,Referral,2023-10-30
304,South,Paid Social,2023-10-31
305,South,Paid Social,2023-11-01
306,North,Referral,2023-11-02
307,West,Email,2023-11-03
308,South,Email,2023-11-04
309,West,Organic,2023-11-05
310,South,Email,2023-11-06
311,West,Referral,2023-11-07
312,East,Paid Social,2023-11-08
313,West,Organic,2023-11-09
314,East,Organic,2023-11-10
315,East,Paid Social,2023-11-11
316,West,Email,2023-11-12
317,East,Paid Social,2023-11-13
318,North,Email,2023-11-14
319,East,Paid Social,2023-11-15
320,South,Referral,2023-11-16
321,West,Email,2023-11-17
322,North,Referral,2023-11-18
323,West,Organic,2023-11-19
324,South,Paid Social,2023-11-20
325,South,Organic,2023-11-21
326,South,Organic,2023-11-22
327,East,Organic,2023-11-23
328,East,Organic,2023-11-24
329,West,Paid Social,2023-11-25
330,West,Organic,2023-11-26
331,North,Paid Social,2023-11-27
332,North,Paid Social,2023-11-28
333,West,Referral,2023-11-29
334,East,Email,2023-11-30
335,South,Email,2023-12-01
336,West,Paid Social,2023-12-02
337,North,Referral,2023-12-03
338,East,Paid Social,2023-12-04
339,West,Paid Social,2023-12-05
340,West,Paid Social,2023-12-06
341,East,Referral,2023-12-07
342,West,Email,2023-12-08
343,East,Referral,2023-12-09
344,South,Organic,2023-12-10
345,East,Referral,2023-12-11
346,East,Referral,2023-12-12
347,East,Referral,2023-12-13
348,West,Referral,2023-12-14
349,West,Email,2023-12-15
350,East,Organic,2023-12-16
351,West,Email,2023-12-17
352,North,Email,2023-12-18
353,North,Referral,2023-12-19
354,West,Paid Social,2023-12-20
355,West,Paid Social,2023-12-21
356,East,Email,2023-12-22
357,South,Email,2023-12-23
358,West,Referral,2023-12-24
359,North,Email,2023-12-25
360,East,Referral,2023-12-26
361,West,Paid Social,2023-12-27
362,North,Paid Social,2023-12-28
363,North,Organic,2023-12-29
364,South,Paid Social,2023-12-30
365,East,Email,2023-12-31
366,East,Paid Social,2024-01-01
367,South,Referral,2024-01-02
368,South,Paid Social,2024-01-03
369,East,Organic,2024-01-04
370,East,Paid Social,2024-01-05
371,West,Referral,2024-01-06
372,West,Referral,2024-01-07
373,South,Email,2024-01-08
374,West,Paid Social,2024-01-09
375,North,Referral,2024-01-10
376,West,Organic,2024-01-11
377,West,Email,2024-01-12
378,North,Organic,2024-01-13
379,South,Paid Social,2024-01-14
380,North,Paid Social,2024-01-15
381,West,Paid Social,2024-01-16
382,South,Email,2024-01-17
383,West,Referral,2024-01-18
384,North,Email,2024-01-19
385,North,Organic,2024-01-20
386,West,Email,2024-01-21
387,East,Organic,2024-01-22
388,East,Email,2024-01-23
389,North,Referral,2024-01-24
390,North,Organic,2024-01-25
391,East,Paid Social,2024-01-26
392,East,Paid Social,2024-01-27
393,West,Email,2024-01-28
394,West,Paid Social,2024-01-29
395,East,Organic,2024-01-30
396,West,Paid Social,2024-01-31
397,West,Referral,2024-02-01
398,South,Referral,2024-02-02
399,West,Email,2024-02-03
400,North,Organic,2024-02-04
401,West,Referral,2024-02-05
402,West,Referral,2024-02-06
403,East,Organic,2024-02-07
404,North,Paid Social,2024-02-08
405,West,Paid Social,2024-02-09
406,West,Email,2024-02-10
407,South,Paid Social,2024-02-11
408,West,Organic,2024-02-12
409,West,Referral,2024-02-13
410,South,Paid Social,2024-02-14
411,East,Email,2024-02-15
412,West,Paid Social,2024-02-16
413,South,Organic,2024-02-17
414,North,Email,2024-02-18
415,East,Paid Social,2024-02-19
416,North,Email,2024-02-20
417,North,Organic,2024-02-21
418,South,Referral,2024-02-22
419,West,Organic,2024-02-23
420,South,Organic,2024-02-24
421,South,Organic,2024-02-25
422,South,Organic,2024-02-26
423,South,Referral,2024-02-27
424,East,Referral,2024-02-28
425,West,Email,2024-02-29
426,North,Paid Social,2024-03-01
427,North,Referral,2024-03-02
428,West,Referral,2024-03-03
429,North,Paid Social,2024-03-04
430,West,Referral,2024-03-05
431,North,Organic,2024-03-06
432,South,Organic,2024-03-07
433,North,Paid Social,2024-03-08
434,West,Email,2024-03-09
435,West,Email,2024-03-10
436,West,Paid Social,2024-03-11
437,West,Paid Social,2024-03-12
438,West,Organic,2024-03-13
439,East,Email,2024-03-14
440,East,Referral,2024-03-15
441,North,Organic,2024-03-16
442,West,Paid Social,2024-03-17
443,North,Email,2024-03-18
444,West,Referral,2024-03-19
445,West,Referral,2024-03-20
446,East,Organic,2024-03-21
447,East,Email,2024-03-22
448,South,Email,2024-03-23
449,East,Paid Social,2024-03-24
450,South,Email,2024-03-25
451,South,Email,2024-03-26
452,South,Organic,2024-03-27
453,South,Email,2024-03-28
454,South,Referral,2024-03-29
455,North,Organic,2024-03-30
456,East,Organic,2024-03-31
457,South,Paid Social,2024-04-01
458,West,Email,2024-04-02
459,East,Paid Social,2024-04-03
460,East,Referral,2024-04-04
461,South,Organic,2024-04-05
462,North,Organic,2024-04-06
463,South,Organic,2024-04-07
464,North,Referral,2024-04-08
465,West,Referral,2024-04-09
466,East,Paid Social,2024-04-10
467,West,Paid Social,2024-04-11
468,North,Paid Social,2024-04-12
469,North,Email,2024-04-13
470,West,Organic,2024-04-14
471,North,Organic,2024-04-15
472,West,Paid Social,2024-04-16
473,East,Organic,2024-04-17
474,West,Paid Social,2024-04-18
475,East,Email,2024-04-19
476,West,Email,2024-04-20
477,North,Referral,2024-04-21
478,West,Email,2024-04-22
479,North,Paid Social,2024-04-23
480,West,Email,2024-04-24
481,West,Referral,2024-04-25
482,South,Organic,2024-04-26
483,North,Paid Social,2024-04-27
484,South,Organic,2024-04-28
485,North,Referral,2024-04-29
486,South,Referral,2024-04-30
487,East,Referral,2024-05-01
488,West,Organic,2024-05-02
489,North,Organic,2024-05-03
490,North,Organic,2024-05-04
491,West,Organic,2024-05-05
492,North,Referral,2024-05-06
493,North,Referral,2024-05-07
494,South,Paid Social,2024-05-08
495,North,Paid Social,2024-05-09
496,East,Organic,2024-05-10
497,East,Email,2024-05-11
498,West,Email,2024-05-12
499,North,Referral,2024-05-13
500,West,Referral,2024-05-14
501,East,Referral,2024-05-15
502,North,Paid Social,2024-05-16
503,North,Paid Social,2024-05-17
504,West,Referral,2024-05-18
505,East,Referral,2024-05-19
506,North,Referral,2024-05-20
507,West,Email,2024-05-21
508,East,Paid Social,2024-05-22
509,West,Email,2024-05-23
510,South,Email,2024-05-24
511,North,Referral,2024-05-25
512,South,Referral,2024-05-26
513,East,Organic,2024-05-27
514,South,Organic,2024-05-28
515,South,Email,2024-05-29
516,East,Paid Social,2024-05-30
517,West,Referral,2024-05-31
518,South,Referral,2024-06-01
519,West,Email,2024-06-02
520,South,Organic,2024-06-03
521,West,Paid Social,2024-06-04
522,East,Organic,2024-06-05
523,South,Organic,2024-06-06
524,East,Organic,2024-06-07
525,South,Organic,2024-06-08
526,East,Referral,2024-06-09
527,East,Referral,2024-06-10
528,South,Organic,2024-06-11
529,South,Paid Social,2024-06-12
530,South,Email,2024-06-13
531,North,Paid Social,2024-06-14
532,West,Paid Social,2024-06-15
533,North,Paid Social,2024-06-16
534,North,Organic,2024-06-17
535,East,Referral,2024-06-18
536,South,Paid Social,2024-06-19
537,West,Organic,2024-06-20
538,East,Paid Social,2024-06-21
539,North,Paid Social,2024-06-22
540,South,Organic,2024-06-23
541,East,Referral,2024-06-24
542,South,Referral,2024-06-25
543,East,Email,2024-06-26
544,South,Organic,2024-06-27
545,North,Email,2024-06-28
546,West,Email,2024-06-29
547,North,Email,2024-06-30
548,West,Referral,2024-07-01
549,South,Organic,2024-07-02
550,East,Email,2024-07-03
551,North,Organic,2024-07-04
552,West,Organic,2024-07-05
553,North,Referral,2024-07-06
554,West,Email,2024-07-07
555,North,Email,2024-07-08
556,West,Organic,2024-07-09
557,West,Paid Social,2024-07-10
558,South,Referral,2024-07-11
559,West,Referral,2024-07-12
560,South,Referral,2024-07-13
561,West,Referral,2024-07-14
562,East,Email,2024-07-15
563,East,Email,2024-07-16
564,East,Paid Social,2024-07-17
565,West,Referral,2024-07-18
566,South,Referral,2024-07-19
567,South,Organic,2024-07-20
568,West,Email,2024-07-21
569,East,Referral,2024-07-22
570,East,Paid Social,2024-07-23
571,South,Paid Social,2024-07-24
572,East,Email,2024-07-25
573,North,Paid Social,2024-07-26
574,South,Paid Social,2024-07-27
575,East,Email,2024-07-28
576,South,Referral,2024-07-29
577,North,Referral,2024-07-30
578,South,Paid Social,2024-07-31
579,South,Paid Social,2024-08-01
580,South,Referral,2024-08-02
581,South,Email,2024-08-03
582,North,Paid Social,2024-08-04
583,West,Organic,2024-08-05
584,South,Email,2024-08-06
585,South,Paid Social,2024-08-07
586,East,Paid Social,2024-08-08
587,South,Organic,2024-08-09
588,East,Organic,2024-08-10
589,West,Referral,2024-08-11
590,North,Email,2024-08-12
591,North,Email,2024-08-13
592,West,Referral,2024-08-14
593,North,Email,2024-08-15
594,West,Email,2024-08-16
595,West,Email,2024-08-17
596,West,Email,2024-08-18
597,North,Email,2024-08-19
598,East,Organic,2024-08-20
599,West,Email,2024-08-21
600,South,Organic,2024-08-22
601,North,Email,2024-08-23
602,West,Referral,2024-08-24
603,West,Paid Social,2024-08-25
604,South,Organic,2024-08-26
605,East,Email,2024-08-27
606,East,Referral,2024-08-28
607,East,Paid Social,2024-08-29
608,West,Organic,2024-08-30
609,West,Paid Social,2024-08-31
610,West,Referral,2024-09-01
611,North,Organic,2024-09-02
612,South,Paid Social,2024-09-03
613,West,Email,2024-09-04
614,South,Organic,2024-09-05
615,South,Paid Social,2024-09-06
616,East,Referral,2024-09-07
617,North,Referral,2024-09-08
618,West,Organic,2024-09-09
619,East,Paid Social,2024-09-10
620,East,Organic,2024-09-11
621,West,Organic,2024-09-12
622,South,Paid Social,2024-09-13
623,East,Paid Social,2024-09-14
624,South,Email,2024-09-15
625,North,Paid Social,2024-09-16
626,South,Referral,2024-09-17
627,North,Organic,2024-09-18
628,South,Organic,2024-09-19
629,East,Referral,2024-09-20
630,East,Paid Social,2024-09-21
631,North,Referral,2024-09-22
632,West,Referral,2024-09-23
633,North,Email,2024-09-24
634,North,Referral,2024-09-25
635,South,Organic,2024-09-26
636,South,Referral,2024-09-27
637,North,Organic,2024-09-28
638,East,Organic,2024-09-29
639,South,Organic,2024-09-30
640,West,Paid Social,2024-10-01
641,South,Email,2024-10-02
642,South,Organic,2024-10-03
643,West,Organic,2024-10-04
644,North,Paid Social,2024-10-05
645,West,Organic,2024-10-06
646,North,Referral,2024-10-07
647,North,Referral,2024-10-08
648,North,Email,2024-10-09
649,West,Organic,2024-10-10
650,North,Paid Social,2024-10-11
651,East,Referral,2024-10-12
652,West,Paid Social,2024-10-13
653,East,Paid Social,2024-10-14
654,North,Referral,2024-10-15
655,South,Paid Social,2024-10-16
656,North,Referral,2024-10-17
657,East,Paid Social,2024-10-18
658,East,Referral,2024-10-19
659,West,Organic,2024-10-20
660,South,Email,2024-10-21
661,West,Referral,2024-10-22
662,East,Referral,2024-10-23
663,North,Email,2024-10-24
664,South,Referral,2024-10-25
665,North,Referral,2024-10-26
666,North,Paid Social,2024-10-27
667,South,Email,2024-10-28
668,West,Organic,2024-10-29
669,North,Referral,2024-10-30
670,East,Email,2024-10-31
671,North,Paid Social,2024-11-01
672,South,Organic,2024-11-02
673,South,Email,2024-11-03
674,South,Organic,2024-11-04
675,West,Organic,2024-11-05
676,North,Organic,2024-11-06
677,West,Referral,2024-11-07
678,West,Referral,2024-11-08
679,South,Paid Social,2024-11-09
680,South,Paid Social,2024-11-10
681,West,Email,2024-11-11
682,North,Paid Social,2024-11-12
683,East,Organic,2024-11-13
684,West,Organic,2024-11-14
685,North,Referral,2024-11-15
686,South,Organic,2024-11-16
687,South,Email,2024-11-17
688,North,Organic,2024-11-18
689,East,Organic,2024-11-19
690,South,Email,2024-11-20
691,South,Paid Social,2024-11-21
692,South,Paid Social,2024-11-22
693,North,Email,2024-11-23
694,West,Referral,2024-11-24
695,South,Organic,2024-11-25
696,West,Email,2024-11-26
697,East,Organic,2024-11-27
698,South,Referral,2024-11-28
699,South,Organic,2024-11-29
700,East,Email,2024-11-30
701,South,Organic,2024-12-01
702,West,Paid Social,2024-12-02
703,North,Referral,2024-12-03
704,West,Referral,2024-12-04
705,North,Referral,2024-12-05
706,North,Email,2024-12-06
707,West,Referral,2024-12-07
708,West,Paid Social,2024-12-08
709,West,Email,2024-12-09
710,West,Paid Social,2024-12-10
711,East,Organic,2024-12-11
712,South,Organic,2024-12-12
713,North,Organic,2024-12-13
714,West,Organic,2024-12-14
715,West,Paid Social,2024-12-15
716,West,Email,2024-12-16
717,East,Email,2024-12-17
718,West,Referral,2024-12-18
719,West,Paid Social,2024-12-19
720,West,Organic,2024-12-20
721,South,Paid Social,2024-12-21
722,East,Referral,2024-12-22
723,West,Referral,2024-12-23
724,North,Paid Social,2024-12-24
725,North,Paid Social,2024-12-25
726,North,Paid Social,2024-12-26
727,East,Email,2024-12-27
728,East,Organic,2024-12-28
729,North,Paid Social,2024-12-29
730,West,Paid Social,2024-12-30
731,East,Paid Social,2024-12-31
732,North,Referral,2025-01-01
733,North,Referral,2025-01-02
734,West,Email,2025-01-03
735,South,Organic,2025-01-04
736,East,Email,2025-01-05
737,West,Organic,2025-01-06
738,North,Referral,2025-01-07
739,North,Referral,2025-01-08
740,West,Referral,2025-01-09
741,East,Email,2025-01-10
742,South,Paid Social,2025-01-11
743,South,Paid Social,2025-01-12
744,North,Referral,2025-01-13
745,East,Paid Social,2025-01-14
746,South,Paid Social,2025-01-15
747,East,Email,2025-01-16
748,East,Organic,2025-01-17
749,North,Referral,2025-01-18
750,South,Referral,2025-01-19
751,West,Email,2025-01-20
752,North,Email,2025-01-21
753,South,Paid Social,2025-01-22
754,South,Referral,2025-01-23
755,South,Organic,2025-01-24
756,South,Email,2025-01-25
757,South,Organic,2025-01-26
758,East,Organic,2025-01-27
759,North,Referral,2025-01-28
760,East,Referral,2025-01-29
761,West,Email,2025-01-30
762,South,Referral,2025-01-31
763,North,Referral,2025-02-01
764,South,Referral,2025-02-02
765,North,Organic,2025-02-03
766,East,Email,2025-02-04
767,North,Paid Social,2025-02-05
768,West,Organic,2025-02-06
769,West,Referral,2025-02-07
770,North,Organic,2025-02-08
771,North,Referral,2025-02-09
772,North,Referral,2025-02-10
773,North,Organic,2025-02-11
774,West,Email,2025-02-12
775,South,Referral,2025-02-13
776,North,Email,2025-02-14
777,North,Paid Social,2025-02-15
778,West,Referral,2025-02-16
779,West,Email,2025-02-17
780,East,Email,2025-02-18
781,North,Paid Social,2025-02-19
782,East,Email,2025-02-20
783,West,Email,2025-02-21
784,West,Paid Social,2025-02-22
785,South,Referral,2025-02-23
786,North,Email,2025-02-24
787,East,Email,2025-02-25
788,West,Email,2025-02-26
789,West,Organic,2025-02-27
790,East,Paid Social,2025-02-28
791,South,Organic,2025-03-01
792,West,Paid Social,2025-03-02
793,North,Referral,2025-03-03
794,West,Referral,2025-03-04
795,North,Email,2025-03-05
796,East,Paid Social,2025-03-06
797,North,Referral,2025-03-07
798,East,Paid Social,2025-03-08
799,North,Referral,2025-03-09
800,East,Organic,2025-03-10
801,North,Referral,2025-03-11
802,South,Organic,2025-03-12
803,North,Referral,2025-03-13
804,North,Email,2025-03-14
805,South,Organic,2025-03-15
806,West,Referral,2025-03-16
807,West,Email,2025-03-17
808,North,Organic,2025-03-18
809,South,Email,2025-03-19
810,North,Paid Social,2025-03-20
811,East,Paid Social,2025-03-21
812,East,Organic,2025-03-22
813,North,Referral,2025-03-23
814,West,Organic,2025-03-24
815,West,Email,2025-03-25
816,North,Referral,2025-03-26
817,North,Paid Social,2025-03-27
818,East,Referral,2025-03-28
819,West,Paid Social,2025-03-29
820,North,Referral,2025-03-30
821,East,Referral,2025-03-31
822,West,Referral,2025-04-01
823,South,Email,2025-04-02
824,East,Email,2025-04-03
825,West,Organic,2025-04-04
826,West,Organic,2025-04-05
827,East,Paid Social,2025-04-06
828,South,Email,2025-04-07
829,East,Paid Social,2025-04-08
830,West,Organic,2025-04-09
831,North,Paid Social,2025-04-10
832,North,Organic,2025-04-11
833,East,Email,2025-04-12
834,West,Referral,2025-04-13
835,North,Email,2025-04-14
836,West,Paid Social,2025-04-15
837,East,Paid Social,2025-04-16
838,North,Email,2025-04-17
839,West,Email,2025-04-18
840,North,Organic,2025-04-19
841,East,Paid Social,2025-04-20
842,West,Paid Social,2025-04-21
843,North,Email,2025-04-22
844,East,Referral,2025-04-23
845,North,Paid Social,2025-04-24
846,North,Referral,2025-04-25
847,South,Email,2025-04-26
848,South,Email,2025-04-27
849,East,Organic,2025-04-28
850,South,Paid Social,2025-04-29
851,East,Referral,2025-04-30
852,South,Organic,2025-05-01
853,North,Paid Social,2025-05-02
854,East,Organic,2025-05-03
855,East,Email,2025-05-04
856,North,Paid Social,2025-05-05
857,East,Organic,2025-05-06
858,East,Organic,2025-05-07
859,South,Referral,2025-05-08
860,East,Organic,2025-05-09
861,West,Paid Social,2025-05-10
862,North,Paid Social,2025-05-11
863,South,Referral,2025-05-12
864,South,Paid Social,2025-05-13
865,West,Email,2025-05-14
866,North,Paid Social,2025-05-15
867,North,Paid Social,2025-05-16
868,South,Organic,2025-05-17
869,East,Organic,2025-05-18
870,South,Paid Social,2025-05-19
871,North,Referral,2025-05-20
872,West,Organic,2025-05-21
873,South,Referral,2025-05-22
874,North,Paid Social,2025-05-23
875,South,Paid Social,2025-05-24
876,East,Email,2025-05-25
877,South,Organic,2025-05-26
878,South,Paid Social,2025-05-27
879,North,Email,2025-05-28
880,North,Organic,2025-05-29
881,North,Paid Social,2025-05-30
882,South,Paid Social,2025-05-31
883,East,Organic,2025-06-01
884,West,Organic,2025-06-02
885,West,Organic,2025-06-03
886,North,Paid Social,2025-06-04
887,North,Paid Social,2025-06-05
888,South,Email,2025-06-06
889,West,Referral,2025-06-07
890,North,Organic,2025-06-08
891,East,Paid Social,2025-06-09
892,East,Paid Social,2025-06-10
893,North,Organic,2025-06-11
894,North,Referral,2025-06-12
895,West,Organic,2025-06-13
896,West,Referral,2025-06-14
897,South,Paid Social,2025-06-15
898,West,Referral,2025-06-16
899,East,Email,2025-06-17
900,East,Paid Social,2025-06-18
901,North,Email,2025-06-19
902,West,Organic,2025-06-20
903,South,Organic,2025-06-21
904,East,Organic,2025-06-22
905,East,Referral,2025-06-23
906,South,Paid Social,2025-06-24
907,South,Organic,2025-06-25
908,East,Organic,2025-06-26
909,East,Paid Social,2025-06-27
910,South,Organic,2025-06-28
911,East,Email,2025-06-29
